#Longitude;Latitude;LifeState;AgentID;BirthTime;Gender;Age;LastBirth;Species
28.087919796146195;-26.14350344694061;1;26;-10.0;1;0.0;0.0;0
28.087919796146195;-26.14350344694061;1;27;-10.0;0;0.0;0.0;0
28.087919796146195;-26.14350344694061;1;28;-10.0;1;0.0;0.0;0
28.087919796146195;-26.14350344694061;1;29;-10.0;0;0.0;0.0;0
28.087919796146195;-26.14350344694061;1;30;-10.0;1;0.0;0.0;0
28.087919796146195;-26.14350344694061;1;31;-10.0;1;0.0;0.0;0
28.087919796146195;-26.14350344694061;1;32;-10.0;1;0.0;0.0;0
28.087919796146195;-26.14350344694061;1;33;-10.0;0;0.0;0.0;0
28.087919796146195;-26.14350344694061;1;34;-10.0;1;0.0;0.0;0
28.087919796146195;-26.14350344694061;1;35;-10.0;0;0.0;0.0;0
28.087919796146195;-26.14350344694061;1;36;-10.0;1;0.0;0.0;0
28.087919796146195;-26.14350344694061;1;37;-10.0;0;0.0;0.0;0
28.087919796146195;-26.14350344694061;1;38;-10.0;1;0.0;0.0;0
28.087919796146195;-26.14350344694061;1;39;-10.0;0;0.0;0.0;0
28.087919796146195;-26.14350344694061;1;40;-10.0;1;0.0;0.0;0
27.960252093627044;-25.929317563590928;1;41;-10.0;0;0.0;0.0;0
27.960252093627044;-25.929317563590928;1;42;-10.0;1;0.0;0.0;0
27.960252093627044;-25.929317563590928;1;43;-10.0;0;0.0;0.0;0
27.960252093627044;-25.929317563590928;1;44;-10.0;1;0.0;0.0;0
27.960252093627044;-25.929317563590928;1;45;-10.0;0;0.0;0.0;0
27.960252093627044;-25.929317563590928;1;46;-10.0;1;0.0;0.0;0
27.960252093627044;-25.929317563590928;1;47;-10.0;0;0.0;0.0;0
27.960252093627044;-25.929317563590928;1;48;-10.0;1;0.0;0.0;0
27.960252093627044;-25.929317563590928;1;49;-10.0;0;0.0;0.0;0
27.960252093627044;-25.929317563590928;1;50;-10.0;0;0.0;0.0;0
27.960252093627044;-25.929317563590928;1;51;-10.0;0;0.0;0.0;0
27.960252093627044;-25.929317563590928;1;52;-10.0;1;0.0;0.0;0
27.960252093627044;-25.929317563590928;1;53;-10.0;0;0.0;0.0;0
27.960252093627044;-25.929317563590928;1;54;-10.0;1;0.0;0.0;0
27.960252093627044;-25.929317563590928;1;55;-10.0;0;0.0;0.0;0
27.960252093627044;-25.929317563590928;1;56;-10.0;1;0.0;0.0;0
27.960252093627044;-25.929317563590928;1;57;-10.0;0;0.0;0.0;0
27.960252093627044;-25.929317563590928;1;58;-10.0;1;0.0;0.0;0
27.960252093627044;-25.929317563590928;1;59;-10.0;0;0.0;0.0;0
27.960252093627044;-25.929317563590928;1;60;-10.0;1;0.0;0.0;0
27.671825542524328;-25.98920811473372;1;61;-10.0;0;0.0;0.0;0
27.671825542524328;-25.98920811473372;1;62;-10.0;1;0.0;0.0;0
27.671825542524328;-25.98920811473372;1;63;-10.0;0;0.0;0.0;0
27.671825542524328;-25.98920811473372;1;64;-10.0;1;0.0;0.0;0
27.671825542524328;-25.98920811473372;1;65;-10.0;0;0.0;0.0;0
27.671825542524328;-25.98920811473372;1;66;-10.0;1;0.0;0.0;0
27.671825542524328;-25.98920811473372;1;67;-10.0;0;0.0;0.0;0
27.671825542524328;-25.98920811473372;1;68;-10.0;1;0.0;0.0;0
27.671825542524328;-25.98920811473372;1;69;-10.0;0;0.0;0.0;0
27.671825542524328;-25.98920811473372;1;70;-10.0;0;0.0;0.0;0
27.671825542524328;-25.98920811473372;1;71;-10.0;0;0.0;0.0;0
27.671825542524328;-25.98920811473372;1;72;-10.0;1;0.0;0.0;0
27.671825542524328;-25.98920811473372;1;73;-10.0;0;0.0;0.0;0
27.671825542524328;-25.98920811473372;1;74;-10.0;1;0.0;0.0;0
27.671825542524328;-25.98920811473372;1;75;-10.0;0;0.0;0.0;0
27.671825542524328;-25.98920811473372;1;76;-10.0;1;0.0;0.0;0
27.671825542524328;-25.98920811473372;1;77;-10.0;0;0.0;0.0;0
27.671825542524328;-25.98920811473372;1;78;-10.0;1;0.0;0.0;0
27.671825542524328;-25.98920811473372;1;79;-10.0;0;0.0;0.0;0
27.671825542524328;-25.98920811473372;1;80;-10.0;1;0.0;0.0;0
27.51193354867783;-26.263818500388606;1;81;-10.0;1;0.0;0.0;0
27.51193354867783;-26.263818500388606;1;82;-10.0;1;0.0;0.0;0
27.51193354867783;-26.263818500388606;1;83;-10.0;0;0.0;0.0;0
27.51193354867783;-26.263818500388606;1;84;-10.0;1;0.0;0.0;0
27.51193354867783;-26.263818500388606;1;85;-10.0;0;0.0;0.0;0
27.51193354867783;-26.263818500388606;1;86;-10.0;1;0.0;0.0;0
27.51193354867783;-26.263818500388606;1;87;-10.0;0;0.0;0.0;0
27.51193354867783;-26.263818500388606;1;88;-10.0;1;0.0;0.0;0
27.51193354867783;-26.263818500388606;1;89;-10.0;0;0.0;0.0;0
27.51193354867783;-26.263818500388606;1;90;-10.0;1;0.0;0.0;0
27.51193354867783;-26.263818500388606;1;91;-10.0;1;0.0;0.0;0
27.51193354867783;-26.263818500388606;1;92;-10.0;1;0.0;0.0;0
27.51193354867783;-26.263818500388606;1;93;-10.0;0;0.0;0.0;0
27.51193354867783;-26.263818500388606;1;94;-10.0;1;0.0;0.0;0
27.51193354867783;-26.263818500388606;1;95;-10.0;0;0.0;0.0;0
27.51193354867783;-26.263818500388606;1;96;-10.0;1;0.0;0.0;0
27.51193354867783;-26.263818500388606;1;97;-10.0;0;0.0;0.0;0
27.51193354867783;-26.263818500388606;1;98;-10.0;1;0.0;0.0;0
27.51193354867783;-26.263818500388606;1;99;-10.0;0;0.0;0.0;0
27.51193354867783;-26.263818500388606;1;100;-10.0;1;0.0;0.0;0
27.639988053243766;-26.479648354294056;1;101;-10.0;0;0.0;0.0;0
27.639988053243766;-26.479648354294056;1;102;-10.0;1;0.0;0.0;0
27.639988053243766;-26.479648354294056;1;103;-10.0;0;0.0;0.0;0
27.639988053243766;-26.479648354294056;1;104;-10.0;1;0.0;0.0;0
27.639988053243766;-26.479648354294056;1;105;-10.0;0;0.0;0.0;0
27.639988053243766;-26.479648354294056;1;106;-10.0;1;0.0;0.0;0
27.639988053243766;-26.479648354294056;1;107;-10.0;0;0.0;0.0;0
27.639988053243766;-26.479648354294056;1;108;-10.0;1;0.0;0.0;0
27.639988053243766;-26.479648354294056;1;109;-10.0;0;0.0;0.0;0
27.639988053243766;-26.479648354294056;1;110;-10.0;0;0.0;0.0;0
27.639988053243766;-26.479648354294056;1;111;-10.0;0;0.0;0.0;0
27.639988053243766;-26.479648354294056;1;112;-10.0;1;0.0;0.0;0
27.639988053243766;-26.479648354294056;1;113;-10.0;0;0.0;0.0;0
27.639988053243766;-26.479648354294056;1;114;-10.0;1;0.0;0.0;0
27.639988053243766;-26.479648354294056;1;115;-10.0;0;0.0;0.0;0
27.639988053243766;-26.479648354294056;1;116;-10.0;1;0.0;0.0;0
27.639988053243766;-26.479648354294056;1;117;-10.0;0;0.0;0.0;0
27.639988053243766;-26.479648354294056;1;118;-10.0;1;0.0;0.0;0
27.639988053243766;-26.479648354294056;1;119;-10.0;0;0.0;0.0;0
27.639988053243766;-26.479648354294056;1;120;-10.0;1;0.0;0.0;0
27.927547082701253;-26.419228708565278;1;121;-10.0;1;0.0;0.0;0
27.927547082701253;-26.419228708565278;1;122;-10.0;0;0.0;0.0;0
27.927547082701253;-26.419228708565278;1;123;-10.0;1;0.0;0.0;0
27.927547082701253;-26.419228708565278;1;124;-10.0;0;0.0;0.0;0
27.927547082701253;-26.419228708565278;1;125;-10.0;1;0.0;0.0;0
27.927547082701253;-26.419228708565278;1;126;-10.0;0;0.0;0.0;0
27.927547082701253;-26.419228708565278;1;127;-10.0;1;0.0;0.0;0
27.927547082701253;-26.419228708565278;1;128;-10.0;0;0.0;0.0;0
27.927547082701253;-26.419228708565278;1;129;-10.0;1;0.0;0.0;0
27.927547082701253;-26.419228708565278;1;130;-10.0;0;0.0;0.0;0
27.927547082701253;-26.419228708565278;1;131;-10.0;0;0.0;0.0;0
27.927547082701253;-26.419228708565278;1;132;-10.0;0;0.0;0.0;0
27.927547082701253;-26.419228708565278;1;133;-10.0;1;0.0;0.0;0
27.927547082701253;-26.419228708565278;1;134;-10.0;0;0.0;0.0;0
27.927547082701253;-26.419228708565278;1;135;-10.0;1;0.0;0.0;0
27.927547082701253;-26.419228708565278;1;136;-10.0;0;0.0;0.0;0
27.927547082701253;-26.419228708565278;1;137;-10.0;1;0.0;0.0;0
27.927547082701253;-26.419228708565278;1;138;-10.0;0;0.0;0.0;0
27.927547082701253;-26.419228708565278;1;139;-10.0;1;0.0;0.0;0
27.927547082701253;-26.419228708565278;1;140;-10.0;0;0.0;0.0;0
